text,text2
"Hoy – True , I was a bit apprehensive about doing the first trip just because I did n’t know what to expect , but once I did it , I was so stoked not only with the waves and the resort , but with all the [cool] people I met and the good times we had .","cool: trendy, fashonable, interesting"
Very [cool] ice photos !,"cool: trendy, fashonable, interesting"
"This post of "" 40 elegant [cool] bedroom paint ideas "" was published on 08 - 08 - 2018 by jonshon .","cool: trendy, fashonable, interesting"
Bed bugs hide well and are really [hard] to get rid of if not treated by a professional .,hard: difficult
The Wild Honey Foundation is known for it ’s [cool] pop shows that benefit the Autism Think Tank .,"cool: trendy, fashonable, interesting"
"We moved to a new place , a [cool] 3 - level townhouse with a fireplace in the library , big stairs , and big windows .","cool: trendy, fashonable, interesting"
After all our [hard] work ... it is done .,"hard: Forceful, potent, vigorous"
Tiny Gold Concentration Machine for [hard] rock gold mine mining .,"hard: Firm, solid, resistant to pressure, tangible"
"This is because you would not like to have any [hard] feelings , as it may affect your future job .","hard: Forceful, potent, vigorous"
"When the chicken is [cool] enough to handle remove all the breast meat , leg and thighs keep the flesh in big pieces so it does not dry out , cover with plastic wrap , refrigerate .",cool: of or at a relatively low temperature
Every anime fan will love this [cool] pixel art anime coloring game .,"cool: trendy, fashonable, interesting"
You need to be reminded that there are [hard] disk drives as well as the solid - state drives .,"hard: Firm, solid, resistant to pressure, tangible"
"This film is very much geared towards the U.S. falling on [hard] times , but I think the real question for us is what happens when China falls on hard times , and I think that 's likely to happen fairly soon .",hard: difficult
"This 3 - drawer organizer gives you that , and it has a very [cool] minimalist look that does n't take up too much of your closet or room .","cool: trendy, fashonable, interesting"
It 's [hard] to provide a good review and notice something is missed on an engineering report if you have no background in engineering .,hard: difficult
Our well - trained and experienced technicians will provide the best Hoffman Estates [hard] surface restoration services for your home or business – guaranteed !,"hard: Firm, solid, resistant to pressure, tangible"
"When washing your wigs , you have to use [cool] water and gentle shampoo .",cool: of or at a relatively low temperature
"Should it come to pass that the SS - N-25 eventually comprises a major part of the DPRK ASCM inventory ( courtesy of the Russians ) , a [hard] problem just got harder .",hard: difficult
Another [cool] part of the stickers is that the user can take a picture of their masterpiece and it will be saved to the camera roll .,"cool: trendy, fashonable, interesting"
Toys R Us and other retailers that have filed for bankruptcy or gone out of business have said that Amazon 's low prices were [hard] to compete with .,hard: difficult
"Remember , it 's not that [hard] to get the best coverage does n't necessarily mean their loyalty will be of assistance in making a payout , should a claim cost .",hard: difficult
"The rainy season here in Mexico City is in its last days , and the change of weather brings nice , [cool] temperatures for the fall !",cool: of or at a relatively low temperature
"I appreciate you for coming up with those productive , safe , revealing and in addition [cool] guidance on your topic to Ethel .","cool: trendy, fashonable, interesting"
"Remove from heat and let [cool] 5 minutes before stirring in cream cheese , cheddar , salt and cayenne .",cool: of or at a relatively low temperature
"I agree , [hard] work putting your self out there like that ! !",hard: difficult
"November rainfall is even less around 50 mm and itâs another great month , though it sees the first [cool] temperatures with night time lows dropping to single figures .",cool: of or at a relatively low temperature
You 're already paying a lot of money just to go on this trip and buying a lens dedicated to one vacation is a little crazy ( but [cool] as hell ! ) .,"cool: trendy, fashonable, interesting"
It is designed gracefully to give you a [cool] chic look that you can carry comfortably .,"cool: trendy, fashonable, interesting"
"I 've started a collection of these garden flags for my daughter and her significant other , they think its so [cool] to see their names on them .","cool: trendy, fashonable, interesting"
"An awesome way you can earn a living and learn about the travel industry , while gaining an NVQ and certificate in travel services ( including a shed load of [cool] perks to boot ) .","cool: trendy, fashonable, interesting"
Let [cool] for 30 minutes in the pan on a rack .,cool: of or at a relatively low temperature
"As the parable of the unmerciful judge teaches ( Luke 18:1–8 ) , Abraham ’s action teaches us that we may properly press God [hard] with fervent persistence when we bring our desires before Him .","hard: Forceful, potent, vigorous"
"But the [cool] thing is , you can start right now by simply organizing and letting go of clutter .","cool: trendy, fashonable, interesting"
It can also cause corruption head on the [hard] drive .,"hard: Firm, solid, resistant to pressure, tangible"
Struggling for a gift idea for that [hard] - to - buy - for person ?,hard: difficult
"Many of them are very [cool] additions for your phone , but there ’s also a fair share of low quality ones .","cool: trendy, fashonable, interesting"
"However , [cool] winds that blow in the region during this month make the weather little suitable for carrying out outdoor activities and sightseeing .",cool: of or at a relatively low temperature
"However , on the day of cycling , individuals need to both makeup for the fluid lost while sweating and stay [cool] .",cool: of or at a relatively low temperature
